uid,sid
498,253
498,254
498,255
498,256
498,232
498,233
498,257
498,258
498,259
498,3
498,260
498,261
498,262
498,263
498,264
498,265
498,266
498,267
498,268
498,269
498,270
498,6
498,271
498,272
498,273
498,274
498,275
498,7
498,276
498,277
498,278
498,279
498,280
498,281
498,282
498,10
498,283
498,284
498,285
498,286
498,287
498,288
498,289
498,290
498,291
498,237
498,292
498,293
498,294
498,295
498,296
498,297
498,298
498,299
498,300
498,301
498,302
498,303
498,304
498,305
498,14
498,306
498,307
498,308
498,15
498,309
498,310
498,311
498,312
498,313
498,16
498,314
498,315
498,18
498,316
498,317
498,318
498,319
498,320
498,321
498,322
498,323
498,324
498,325
498,20
498,326
498,327
498,240
498,241
498,328
498,21
498,329
498,330
498,331
498,332
498,333
498,334
498,25
498,335
498,336
498,243
498,26
498,28
498,244
498,245
498,337
498,338
498,339
498,340
498,341
498,342
498,343
498,344
498,345
498,346
498,347
498,348
498,349
498,350
498,351
498,352
498,353
498,354
498,355
498,356
498,357
498,358
498,359
498,360
498,46
498,361
498,362
498,363
382,0
382,4
382,275
382,364
382,13
382,16
382,365
382,21
382,28
382,366
382,367
382,348
382,368
382,369
382,56
382,60
382,61
382,370
382,64
382,68
382,71
382,371
382,372
382,373
382,94
382,374
382,137
382,375
382,376
382,155
382,377
382,378
382,379
382,380
382,381
382,382
382,383
382,384
382,385
382,386
382,387
382,388
382,389
382,390
382,391
382,392
382,393
382,394
382,395
382,396
382,397
382,398
382,399
382,400
382,401
382,402
382,403
382,404
382,405
382,406
382,407
382,408
382,409
382,410
382,411
382,412
382,413
382,414
382,415
382,416
111,246
111,249
111,231
111,232
111,3
111,4
111,275
111,417
111,418
111,11
111,419
111,239
111,304
111,420
111,315
111,318
111,319
111,325
111,21
111,22
111,26
111,28
57,421
57,422
57,35
57,423
57,58
57,71
57,424
57,98
57,425
57,387
57,426
57,389
57,427
57,428
57,429
57,430
57,431
57,432
57,392
57,433
57,434
57,435
47,2
47,233
47,6
47,275
47,436
47,298
47,304
47,15
47,16
47,319
47,20
47,240
47,21
47,437
47,438
47,439
47,28
47,366
47,32
47,347
47,348
47,369
47,61
47,440
47,441
47,442
47,81
47,371
47,443
47,444
47,445
47,446
47,447
47,200
47,448
47,449
47,450
47,373
47,451
47,452
47,100
347,3
347,58
347,453
347,454
347,448
347,139
347,455
347,187
347,456
347,457
347,196
347,458
347,459
347,460
347,461
347,462
347,463
347,464
488,465
488,256
488,3
488,269
488,6
488,275
488,466
488,467
488,468
488,306
488,307
488,16
488,469
488,470
488,322
488,328
488,471
488,472
488,25
488,26
488,28
183,13
183,239
183,304
183,16
183,22
183,439
183,473
183,56
183,58
183,474
183,61
183,63
183,68
183,71
183,475
183,476
183,477
183,98
183,478
183,124
183,139
183,155
183,158
183,174
183,479
183,480
183,481
183,482
183,187
183,483
183,381
183,383
183,484
183,388
183,389
183,393
183,485
183,486
183,487
183,488
183,489
183,490
183,491
183,492
183,493
183,494
183,495
183,496
183,497
183,498
183,499
183,500
183,501
183,502
183,503
183,504
134,4
134,505
134,506
134,304
134,507
134,22
134,508
134,30
134,509
134,510
134,367
134,217
134,511
134,50
134,55
134,512
134,513
134,514
134,57
134,515
134,516
134,517
134,60
134,63
134,65
134,518
134,519
134,520
134,521
134,522
134,523
134,524
134,525
134,526
134,374
134,527
134,528
134,529
134,530
134,483
134,531
134,532
134,390
134,533
134,534
134,535
134,536
134,537
134,204
134,538
134,539
134,540
134,541
495,0
495,3
495,4
495,6
495,505
495,13
495,239
495,304
495,16
495,21
495,22
495,439
495,26
495,27
495,28
495,367
495,348
495,473
495,542
495,44
495,543
495,50
495,51
495,544
495,514
495,56
495,58
495,545
495,59
495,61
495,62
495,546
495,65
495,547
495,548
495,68
495,521
495,549
495,550
495,551
495,71
495,75
495,552
495,87
495,95
495,97
495,100
495,553
495,124
495,136
495,139
495,376
495,155
495,163
495,554
495,174
495,555
495,556
495,557
495,483
495,531
495,558
495,387
495,390
495,533
495,392
495,534
495,559
495,560
495,561
495,400
495,562
495,536
495,563
495,564
495,537
495,203
495,204
495,206
495,565
495,540
495,208
495,566
495,567
71,2
71,251
71,256
71,233
71,3
71,4
71,6
71,505
71,9
71,364
71,568
71,421
71,12
71,13
71,468
71,506
71,239
71,304
71,305
71,306
71,16
71,569
71,331
71,22
71,508
71,570
71,439
71,26
71,28
71,30
71,510
71,571
71,348
71,473
71,542
71,572
71,511
71,34
71,35
71,368
71,543
71,49
71,573
71,50
71,423
71,55
71,513
71,514
71,56
71,58
71,545
71,516
71,59
71,517
71,574
71,61
71,575
71,62
71,63
71,370
71,546
71,65
71,518
71,576
71,548
71,68
71,577
71,578
71,520
71,521
71,522
71,71
71,525
71,75
71,579
71,580
71,581
71,582
71,84
71,200
71,448
71,583
71,87
71,584
71,94
71,585
71,96
71,374
71,100
71,112
71,121
71,123
71,586
71,124
71,587
71,588
71,138
71,139
71,376
71,589
71,163
71,168
71,171
71,590
71,174
71,591
71,592
71,187
71,557
71,196
71,593
71,483
71,594
71,463
71,531
71,595
71,596
71,382
71,597
71,598
71,384
71,386
71,532
71,387
71,388
71,599
71,600
71,426
71,601
71,602
71,389
71,603
71,604
71,605
71,433
71,393
71,606
71,607
71,395
71,608
71,609
71,397
71,610
71,611
71,612
71,613
71,400
71,614
71,615
71,616
71,617
71,618
71,405
71,619
71,620
71,621
71,622
71,623
71,624
71,564
71,625
71,626
71,627
71,628
71,629
71,630
71,631
71,632
71,633
71,634
71,635
71,413
71,636
71,637
71,537
71,203
71,487
71,638
71,639
71,640
71,641
71,642
71,643
71,644
71,645
71,646
71,647
71,648
71,204
71,649
71,650
71,651
71,652
71,653
71,654
71,655
71,656
71,657
71,539
71,658
71,489
71,659
71,660
71,661
71,662
71,663
71,207
71,664
71,665
71,666
71,667
71,540
71,208
71,668
71,209
71,669
71,670
71,671
71,672
71,673
71,674
71,675
71,676
71,677
71,541
71,678
71,679
71,680
71,681
71,682
71,683
71,684
71,685
71,686
71,687
71,688
71,689
71,690
71,691
71,497
71,692
71,693
71,694
71,214
71,695
71,696
71,697
71,698
71,699
71,700
71,500
71,701
71,702
71,703
71,501
71,704
71,705
71,706
71,707
71,708
71,709
71,710
71,711
71,712
71,713
71,714
71,715
71,716
71,717
71,718
71,719
71,720
116,0
116,256
116,232
116,12
116,13
116,506
116,311
116,420
116,18
116,318
116,20
116,508
116,721
116,439
116,27
116,722
116,723
116,724
116,510
116,349
116,725
116,726
116,355
116,727
116,542
116,728
116,511
116,729
116,730
116,48
116,731
116,573
116,53
116,513
116,514
116,56
116,57
116,58
116,63
116,370
116,548
116,68
116,69
116,70
116,732
116,71
116,73
116,733
116,75
116,734
116,735
116,581
116,736
116,737
116,738
116,82
116,84
116,86
116,475
116,739
116,452
116,95
116,97
116,740
116,741
116,742
116,108
116,114
116,743
116,119
116,744
116,745
116,746
116,747
116,748
116,749
116,750
116,139
116,751
116,150
116,151
116,752
116,376
116,753
116,155
116,754
116,755
116,163
116,756
116,165
116,168
116,757
116,758
116,759
116,528
116,760
116,761
116,762
116,763
116,764
116,765
116,766
116,767
116,768
116,196
60,769
60,232
60,770
60,771
60,292
60,17
60,315
60,242
60,721
60,243
60,244
60,245
60,29
60,31
60,723
60,726
60,772
60,773
60,34
60,774
60,775
60,776
60,41
60,777
60,42
60,778
60,48
60,779
60,53
60,513
60,74
60,780
60,781
60,738
60,782
60,783
60,784
60,97
60,99
60,101
60,106
60,785
60,742
60,786
60,787
60,788
60,789
60,109
60,790
60,114
60,743
60,116
60,118
60,425
60,791
60,792
60,793
60,794
60,150
60,795
60,796
60,152
60,797
60,798
60,799
60,165
60,170
60,377
60,800
60,763
60,801
60,802
60,803
60,804
60,805
60,187
60,806
60,807
60,808
60,461
60,809
60,810
60,811
60,812
60,813
60,814
60,815
60,816
60,817
60,382
60,818
60,819
60,384
60,385
60,820
60,821
60,387
60,388
60,822
60,823
60,824
60,825
60,426
60,826
60,827
60,828
60,829
60,389
60,390
60,830
60,831
60,391
60,392
60,393
60,394
60,832
60,833
60,834
60,395
60,835
60,396
428,836
428,13
428,313
428,16
428,315
428,317
428,21
428,243
428,337
428,366
428,837
428,56
428,58
428,61
428,71
428,75
428,838
428,839
428,840
428,477
428,98
428,112
428,841
428,842
428,137
428,843
428,139
428,143
428,375
428,844
428,845
428,753
428,158
428,160
428,161
428,162
428,846
428,847
428,166
428,167
428,848
428,849
428,176
428,850
428,851
428,852
428,853
428,189
428,854
428,379
428,855
428,856
428,382
428,857
428,858
428,859
428,860
428,385
428,386
428,426
428,828
428,602
428,389
428,861
428,862
428,391
428,863
428,397
428,864
428,865
428,399
428,866
428,867
428,868
428,869
428,870
428,871
428,872
428,618
428,405
428,873
428,410
428,874
428,485
428,875
428,876
428,877
428,878
428,879
428,416
428,880
428,881
428,882
428,641
428,883
428,649
428,884
428,539
428,885
428,886
428,661
428,667
428,540
428,887
428,888
428,889
428,890
428,891
428,675
428,892
428,893
428,894
428,895
428,896
428,494
428,897
428,898
428,899
428,900
428,901
428,495
428,902
428,689
428,903
428,904
428,905
428,906
428,498
428,907
428,695
428,908
428,909
428,700
428,500
428,910
428,911
428,502
428,912
428,913
428,914
428,915
428,916
428,917
67,2
67,918
67,4
67,919
67,506
67,920
67,508
67,921
67,571
67,511
67,35
67,368
67,50
67,922
67,515
67,59
67,60
67,575
67,63
67,65
67,923
67,924
67,925
67,521
67,549
67,926
67,927
67,928
67,929
67,930
67,931
67,932
67,933
67,934
67,935
67,483
67,531
67,936
67,937
67,390
67,533
67,534
67,609
67,938
67,561
67,939
67,940
67,941
67,942
67,943
103,2
103,4
103,239
103,304
103,16
103,28
103,30
103,57
103,58
103,578
103,70
103,944
103,737
103,839
103,200
103,449
103,100
103,112
103,842
103,139
103,933
103,174
103,187
103,813
103,596
103,857
103,945
103,946
103,602
103,947
103,948
103,560
103,399
103,536
103,949
103,630
103,632
103,950
103,951
103,641
103,204
103,883
103,952
103,565
103,953
103,954
103,208
103,955
103,541
103,894
103,700
103,956
103,501
103,502
191,11
191,13
191,22
191,58
191,100
191,139
191,187
191,387
191,392
191,400
191,204
191,649
191,538
191,206
191,539
191,207
191,208
191,541
191,698
191,957
191,958
191,959
191,718
191,960
191,961
191,962
186,3
186,364
186,239
186,325
186,20
186,27
186,28
314,246
314,232
314,770
314,263
314,13
314,302
314,16
314,315
314,18
314,21
314,26
314,245
314,366
314,510
314,349
314,963
314,964
314,965
314,511
314,966
314,967
314,356
314,968
314,969
314,776
314,778
314,970
314,53
314,369
314,54
314,513
314,56
314,57
314,58
314,545
314,517
314,61
314,971
314,972
314,71
314,525
314,973
314,371
314,448
314,974
314,783
314,784
314,98
314,102
314,104
314,785
314,108
314,975
314,112
314,478
314,976
314,118
314,129
314,977
314,134
314,137
314,978
314,143
314,144
314,794
314,159
314,589
314,979
314,173
314,980
314,377
314,981
314,182
314,982
314,765
314,184
314,185
314,556
314,482
314,983
314,557
314,984
164,13
164,506
164,239
164,302
164,985
164,16
164,241
164,986
164,508
164,439
164,26
164,473
164,56
164,474
164,545
164,61
164,62
164,546
164,65
164,68
164,987
164,69
164,926
164,440
164,580
164,737
164,372
164,87
164,988
164,989
164,990
164,111
164,991
164,992
164,993
164,139
164,143
164,155
164,756
164,994
164,995
164,996
164,455
164,997
164,998
164,556
164,999
164,187
164,1000
164,809
164,1001
164,1002
164,1003
164,1004
164,828
164,533
164,1005
164,1006
164,1007
164,201
164,1008
164,1009
164,1010
164,1011
164,1012
164,1013
164,1014
164,1015
164,1016
164,1017
164,872
164,619
164,1018
164,1019
164,535
164,1020
164,1021
164,485
164,1022
164,564
164,1023
164,625
164,630
164,1024
164,1025
164,1026
164,1027
164,1028
164,1029
164,951
164,1030
164,641
164,642
164,1031
164,1032
164,1033
164,647
164,1034
164,649
164,1035
164,538
164,1036
164,1037
164,1038
164,1039
164,1040
164,488
164,1041
164,952
164,1042
164,953
164,661
327,6
327,13
327,304
327,543
327,56
327,58
327,61
327,75
327,139
327,387
327,392
327,400
327,564
327,204
327,649
327,538
327,565
327,539
327,208
327,541
327,1043
327,1044
327,1045
327,1046
327,1047
327,497
327,498
327,695
327,908
327,1048
327,1049
97,0
97,248
97,836
97,263
97,272
97,364
97,307
97,318
97,243
97,1050
97,366
97,32
97,347
97,348
97,349
97,1051
97,355
97,1052
97,543
97,1053
97,48
97,56
97,57
97,58
97,63
97,68
97,71
97,73
97,74
97,1054
97,1055
97,579
97,1056
97,1057
97,1058
97,199
257,248
257,231
257,465
257,255
257,256
257,233
257,4
257,234
257,1059
257,1060
257,1061
257,272
257,1062
257,1063
257,1064
257,1065
257,13
257,1066
257,919
257,467
257,239
257,300
257,304
257,307
257,985
257,314
257,323
257,1067
257,22
257,438
257,1068
257,472
257,27
257,28
257,30
257,1069
257,344
257,32
257,1070
257,350
257,355
257,1052
257,543
257,361
257,48
257,731
257,1071
257,573
257,1072
257,1073
257,56
257,57
257,58
257,579
257,1058
257,1074
257,1075
257,1076
257,1077
257,1078
324,252
324,231
324,1079
324,233
324,1080
324,4
324,234
324,1081
324,6
324,7
324,421
324,235
324,237
324,1066
324,919
324,506
324,239
324,1082
324,1083
324,304
324,306
324,307
324,985
324,16
324,1084
324,1085
324,1086
324,1087
324,1088
324,20
324,241
324,1067
324,986
324,471
324,22
324,438
324,1089
324,243
324,439
324,28
324,30
324,1090
324,1091
324,571
324,1092
324,353
324,1093
324,773
324,34
324,1094
324,1095
324,1096
324,47
324,423
324,1097
324,61
324,577
324,987
324,1098
324,1099
324,440
324,1074
324,1100
324,79
324,1101
324,1102
324,1103
324,84
324,1104
324,454
324,1105
324,475
324,1106
324,1107
324,1108
324,200
324,1109
324,448
324,88
324,1110
324,1111
324,1112
324,452
324,100
324,785
324,121
324,1113
324,1114
324,791
324,1115
324,748
324,1116
324,138
324,139
324,140
324,1117
324,376
324,1118
324,1119
231,836
231,304
231,16
231,318
231,737
231,1120
231,122
231,1121
231,1122
231,163
231,527
231,456
231,1123
231,196
231,1124
231,462
231,531
231,817
231,1125
231,1126
231,1127
231,1128
231,484
231,532
231,601
231,828
231,395
231,1129
231,1130
231,397
231,1131
231,1132
231,1133
231,1134
231,201
231,1135
231,1008
231,1136
231,404
231,1137
231,1138
231,1139
231,1140
231,413
19,249
19,231
19,4
19,261
19,263
19,275
19,417
19,283
19,12
19,286
19,290
19,237
19,1141
19,307
19,1142
19,26
19,27
288,304
288,548
288,972
288,84
288,746
288,841
288,1143
288,1144
288,461
288,1145
259,275
259,364
259,11
259,298
259,239
259,302
259,304
259,1146
259,15
259,16
259,20
259,26
259,28
259,1147
259,361
259,48
253,249
253,4
253,6
253,275
253,7
253,1148
253,278
253,421
253,1064
253,12
253,1065
253,1141
253,304
253,309
253,420
253,316
253,469
253,325
253,20
253,1067
253,22
253,721
253,26
253,27
253,245
253,366
35,4
35,13
35,239
35,315
35,20
35,243
35,439
35,27
35,28
35,30
35,1149
35,510
35,473
35,41
35,1150
35,543
35,50
35,53
35,54
35,55
35,56
35,57
35,58
35,474
35,61
35,62
35,63
35,1151
35,370
35,546
35,1152
35,549
35,71
35,525
35,973
35,75
35,1153
35,1154
35,441
35,79
35,371
35,372
35,583
35,988
35,95
35,1155
35,1156
35,1157
35,1158
35,126
35,1159
35,137
35,139
35,140
35,1160
35,149
35,150
35,376
35,155
35,1161
35,165
35,168
35,527
35,1162
35,761
35,997
35,1163
35,1164
35,767
35,196
35,1165
157,0
157,252
157,231
157,255
157,1166
157,232
157,259
157,261
157,263
157,1167
157,1168
157,6
157,505
157,1169
157,275
157,7
157,276
157,9
157,364
157,1170
157,1171
157,1063
157,1172
157,1173
157,421
157,1064
157,285
157,12
157,286
157,290
157,1066
157,466
157,919
157,297
157,239
157,1141
157,1174
157,1082
157,1083
157,300
157,303
157,304
157,1175
157,306
157,1146
157,309
157,310
157,17
157,315
157,18
157,1176
157,569
157,323
157,325
157,329
157,1177
157,25
157,243
157,26
157,27
157,338
157,1149
157,1178
426,506
426,239
426,420
426,28
426,245
426,30
426,571
426,59
426,370
426,1179
426,549
426,550
426,448
426,87
426,449
426,585
426,1180
426,586
426,124
426,149
426,1181
426,155
426,163
426,1182
426,1183
426,187
426,1184
426,483
426,1185
426,1186
426,813
426,531
426,936
426,817
426,1187
426,1188
426,1002
426,532
426,1189
426,393
426,606
426,559
426,1190
426,1191
426,608
426,1192
426,201
426,1193
426,1194
426,1195
426,615
426,1008
426,407
426,1196
426,1020
426,624
426,1197
426,1198
426,949
426,1199
426,1200
426,1201
426,1029
426,1202
426,1203
426,1204
426,1205
426,1031
426,647
426,883
426,1206
426,1207
426,654
426,206
426,539
426,1208
426,660
426,1209
426,1210
426,1211
426,1212
426,1213
426,1214
426,1215
426,684
426,1216
426,1217
426,1218
426,214
426,1219
426,1220
426,1221
426,1222
426,1223
387,1
387,836
387,249
387,251
387,231
387,253
387,3
387,4
387,265
387,270
387,6
387,1224
387,275
387,417
387,418
387,421
387,284
387,1225
387,11
387,1226
387,290
387,419
387,13
387,295
387,468
387,239
387,304
387,14
387,15
387,309
387,16
387,315
387,1227
387,470
387,1228
387,1229
387,322
387,1230
387,1231
387,20
387,326
387,986
387,471
387,22
387,1232
387,1233
387,1234
387,24
387,25
387,570
387,26
387,28
387,337
387,366
387,344
387,1235
387,1236
387,473
387,1052
387,368
387,1150
387,543
387,47
387,361
387,50
387,51
387,544
387,53
387,1237
387,369
387,1238
387,54
387,1239
387,57
387,61
387,62
387,546
387,65
387,1240
387,577
387,578
387,70
387,71
387,733
387,1054
387,1241
387,1242
387,581
387,1243
387,1244
387,1074
387,1245
387,582
387,1246
387,1247
387,1248
387,1249
387,79
387,80
387,82
387,839
387,444
387,446
387,372
387,1250
387,86
387,1251
387,475
387,1252
387,1253
387,1106
387,200
387,840
387,583
387,449
387,91
387,1254
387,974
387,1255
387,452
387,585
387,1155
387,96
387,476
387,477
387,1256
387,100
387,742
387,975
387,1257
387,112
387,1258
387,553
387,1259
387,121
387,991
387,1260
387,1261
387,1262
387,124
387,1263
387,1264
387,747
387,1265
387,841
387,977
387,749
387,842
387,130
387,134
387,993
387,1266
387,136
387,1267
387,1116
387,843
387,1268
387,139
387,140
387,1269
387,1270
387,375
387,1271
387,1272
387,150
387,1273
387,844
387,1274
387,1181
387,1275
387,753
387,1276
387,1277
387,1278
387,1279
387,797
387,1280
387,1281
387,1282
387,1283
387,1284
387,1285
387,754
387,756
387,165
387,846
387,847
387,168
387,169
387,849
387,1286
387,994
387,1287
387,1288
387,1289
387,1290
387,1291
387,1292
387,1293
387,176
387,1294
387,1295
387,1296
387,555
387,1297
387,1298
387,1299
387,1300
387,1301
387,378
387,181
387,182
387,183
387,1164
387,1302
387,1303
387,999
387,1304
387,188
387,1123
387,1305
387,457
387,807
387,1306
387,1307
387,1308
387,856
387,594
387,1309
387,381
387,1186
387,813
387,1310
387,1311
387,1312
387,1313
387,1314
387,1315
387,596
387,1316
387,1317
387,1318
387,1319
387,1320
387,1321
387,1322
387,1323
387,1324
387,1325
387,857
387,1326
387,1327
387,1328
387,858
387,1329
387,1330
387,1331
387,1332
387,1333
328,0
328,1
328,247
328,248
328,1334
328,836
328,249
328,1335
328,918
328,232
328,3
328,770
328,1336
328,261
328,1337
328,269
328,1338
328,1168
328,275
328,1339
328,276
328,1148
328,364
328,278
328,1340
328,417
328,1341
328,1342
328,1343
328,284
328,1344
328,419
328,1345
328,1346
328,237
328,292
328,293
328,295
328,296
328,298
328,302
328,303
328,304
328,1347
328,305
328,307
328,1348
328,1146
328,309
328,310
328,313
328,16
328,17
328,315
328,18
328,1349
328,1350
328,1351
328,1352
328,1353
328,321
328,322
328,1354
328,1231
328,325
328,20
328,21
328,1355
328,330
328,1356
328,1357
328,1358
328,1359
328,334
328,24
328,25
328,1360
328,336
328,243
328,439
328,26
328,27
328,244
328,245
328,29
328,337
328,338
328,1149
328,339
328,340
328,366
328,31
328,346
328,349
328,1235
328,1361
328,1362
328,362
328,48
328,1071
328,1363
328,579
80,1364
80,233
80,1081
80,269
80,270
80,271
80,13
80,1365
80,1366
80,32
80,1367
80,1236
80,355
80,1368
80,1369
80,61
80,1074
80,552
80,1076
80,1246
80,80
80,81
80,454
352,0
352,2
352,1370
352,231
352,256
352,4
352,263
352,1371
352,1372
352,270
352,1168
352,6
352,271
352,275
352,364
352,568
352,10
352,421
352,11
352,290
352,13
352,298
352,239
352,302
352,305
352,14
352,1146
352,16
352,420
352,17
352,315
352,18
352,316
352,319
352,20
352,240
352,21
352,330
352,1358
352,23
352,24
352,243
352,439
352,26
352,28
352,244
352,245
352,366
352,1147
352,32
352,1373
352,571
352,1051
352,1374
352,1375
352,355
352,473
352,727
352,368
352,777
352,42
352,1376
352,778
352,1377
352,1096
352,47
352,48
352,49
352,53
352,369
352,54
352,55
352,56
352,57
352,58
352,61
352,62
352,546
352,1179
352,1378
352,578
352,549
352,74
352,75
352,1054
352,579
352,1379
352,735
352,1380
352,1074
352,944
352,1381
352,1382
352,1383
352,1245
352,1248
352,80
352,737
352,738
352,1384
352,82
352,371
352,1385
352,446
352,372
352,454
352,1105
352,475
352,1386
352,1108
352,782
352,200
352,448
352,583
352,87
352,1387
352,88
352,449
352,1388
352,1389
352,988
352,452
352,585
352,1155
352,1120
352,100
352,1390
352,106
352,785
352,742
352,786
352,788
352,109
352,1391
352,112
352,1392
352,743
352,1393
352,1394
352,121
352,1262
352,586
352,124
352,791
352,748
352,1395
352,1396
352,135
352,1397
352,136
352,1398
352,1399
352,843
352,139
352,140
352,1269
352,142
352,143
352,793
352,1271
352,794
352,1272
352,150
352,844
352,1274
352,1400
352,151
352,1401
352,376
352,753
352,1276
352,1277
352,153
352,1402
352,155
352,1283
352,1285
352,158
352,754
352,160
352,163
352,165
352,168
352,169
352,171
352,849
352,377
352,174
352,1290
352,1403
352,1404
352,176
352,1405
352,177
352,1298
352,1299
352,763
352,378
352,764
352,1164
352,481
352,1406
352,1407
352,805
352,1304
352,482
352,1408
352,187
352,188
352,1123
352,1305
352,457
352,196
352,458
352,1409
352,462
352,463
352,811
352,1186
352,1410
352,1310
352,1411
352,382
352,1412
352,1413
352,860
352,1414
352,384
352,385
352,1415
352,1416
352,386
352,1417
352,387
352,1418
352,1419
352,601
352,828
352,602
352,389
352,429
352,1420
352,1421
352,1422
352,1423
352,393
352,1190
352,395
352,396
352,1191
352,608
352,397
352,1194
352,1424
352,869
352,403
352,618
352,874
352,1425
352,485
352,876
352,1202
352,1426
352,880
352,881
352,882
352,1427
352,1428
352,1203
352,641
234,0
234,256
234,4
234,6
234,505
234,1339
234,277
234,364
234,1171
234,417
234,286
234,419
234,466
234,298
234,302
234,304
234,307
234,315
234,18
234,319
234,322
234,325
234,20
234,243
234,26
234,28
234,245
204,770
204,1429
204,1430
204,579
204,1248
204,737
204,839
204,371
204,86
204,475
204,1431
204,742
204,112
204,553
204,139
204,1122
204,153
204,384
204,601
204,389
204,1432
204,1433
204,1434
204,404
337,6
337,304
337,16
337,22
337,53
337,474
337,63
337,100
337,139
337,1186
337,426
337,608
337,1435
337,953
337,1436
337,208
337,899
337,497
337,1437
337,1223
337,716
84,505
84,239
84,508
84,30
84,367
84,473
84,772
84,727
84,35
84,368
84,55
84,515
84,545
84,1438
84,59
84,60
84,923
84,1439
84,521
84,549
84,927
84,374
84,1180
84,1440
84,1441
84,1442
84,1443
84,1444
84,390
84,1445
84,1446
84,1447
84,1448
84,1449
84,1450
84,1451
84,1452
84,1453
464,246
464,1
464,248
464,1371
464,264
464,505
464,436
464,1454
464,286
464,236
464,13
464,302
464,307
464,319
464,326
464,1067
464,1455
464,1358
464,721
464,570
464,439
464,28
464,1149
464,339
464,1429
464,344
464,1456
464,1457
464,33
464,1458
464,217
464,368
464,1459
464,1460
464,40
464,1376
464,731
464,779
464,544
464,1461
464,56
464,474
464,545
464,63
464,1151
464,66
464,1462
464,1463
464,1464
464,987
464,1465
464,524
464,1466
464,525
464,76
464,1467
464,1054
464,1468
464,1469
464,580
464,1242
464,1058
464,1247
464,79
464,839
464,454
464,1105
464,1251
464,1252
464,1470
464,424
464,1471
464,449
464,1472
464,1473
464,1474
464,989
464,95
464,1156
464,1475
464,1476
464,1477
464,101
464,975
464,1392
464,743
464,1478
464,1479
464,1480
464,1481
464,1482
464,553
464,1483
464,1484
464,1485
464,123
464,1486
464,1261
464,1487
464,1488
464,1489
464,1490
464,1159
464,1491
464,1492
464,133
464,1493
464,140
464,1270
464,1494
464,1495
464,1496
464,376
464,1497
464,1277
464,153
464,1498
464,1282
464,156
464,1499
464,589
464,1500
464,759
464,1501
464,528
464,1502
464,1503
464,1291
464,1504
464,1300
464,1144
464,1505
464,764
464,1506
464,765
464,1164
464,185
464,1507
464,190
464,557
464,529
464,1508
464,1509
464,460
464,1510
464,1511
464,483
464,1512
464,1513
464,1514
464,1308
464,810
464,1310
464,1515
464,1516
464,596
464,1517
464,597
464,1518
464,1519
464,1520
464,945
464,1521
464,1002
464,384
464,1522
464,1523
464,199
464,1189
464,429
464,1524
464,1525
464,391
464,433
464,1526
464,1527
464,1528
464,1529
464,1132
464,611
464,1530
464,1531
464,613
464,1532
464,614
464,1008
464,866
464,1533
464,1534
464,1535
464,1536
464,1537
464,1538
464,1539
464,1540
464,1541
464,879
464,1542
464,1543
464,951
464,1544
464,1545
464,1546
464,204
464,884
464,1547
464,1548
291,275
291,13
291,506
291,304
291,16
291,315
291,243
291,32
291,56
291,61
291,200
291,449
291,452
291,586
291,139
291,163
291,457
291,462
291,1415
291,1003
291,946
291,602
291,1549
291,201
291,400
291,1008
291,401
291,1534
291,618
291,1537
